date,student_id,course_category,team,sales_rep,contract_value,contract_status
2024-03-16,STU_1462,Kids English,Team Sigma,Rep_8,1405000,Active
2024-11-01,STU_1463,TOEIC,Team Sigma,Rep_3,863000,Active
2024-02-02,STU_1464,IELTS,Team Alpha,Rep_8,224000,Active
2024-06-02,STU_1465,TOEIC,Team Bravo,Rep_8,1403000,Active
2025-10-17,STU_1466,TOEIC,Team Bravo,Rep_4,909000,Active
2025-07-01,STU_1467,Business English,Team Alpha,Rep_14,1724000,Active
2025-02-18,STU_1468,Business English,Team Delta,Rep_15,1384000,Active
2024-10-23,STU_1469,Academic Skills,Team Bravo,Rep_14,376000,Active
2025-08-30,STU_1470,Kids English,Team Alpha,Rep_5,484000,Active
2024-10-12,STU_1471,TOEIC,Team Bravo,Rep_7,262000,Active
2024-08-06,STU_1472,IELTS,Team Sigma,Rep_9,1202000,Active
2024-06-03,STU_1473,TOEIC,Team Delta,Rep_15,861000,Active
2025-06-21,STU_1474,Academic Skills,Team Alpha,Rep_10,865000,Active
2024-10-20,STU_1475,Academic Skills,Team Delta,Rep_2,355000,Active
2024-11-05,STU_1476,Business English,Team Delta,Rep_12,1692000,Active
2025-11-05,STU_1477,Academic Skills,Team Alpha,Rep_4,1272000,Active
2024-03-22,STU_1478,Kids English,Team Delta,Rep_2,1166000,Active
2025-10-04,STU_1479,TOEIC,Team Delta,Rep_13,1048000,Active
2025-03-31,STU_1480,IELTS,Team Delta,Rep_2,1307000,Active
2025-02-03,STU_1481,Business English,Team Alpha,Rep_11,1584000,Active
2024-10-11,STU_1482,Academic Skills,Team Bravo,Rep_5,888000,Active
2024-03-31,STU_1483,Business English,Team Alpha,Rep_12,347000,Active
2025-05-01,STU_1484,TOEIC,Team Bravo,Rep_3,1853000,Active
2024-07-25,STU_1485,IELTS,Team Alpha,Rep_12,541000,Cancelled
2024-04-01,STU_1486,TOEIC,Team Sigma,Rep_4,675000,Active
2024-01-13,STU_1487,IELTS,Team Sigma,Rep_15,1286000,Cancelled
2024-12-21,STU_1488,IELTS,Team Sigma,Rep_7,1924000,Active
2024-10-12,STU_1489,IELTS,Team Bravo,Rep_3,1583000,Cancelled
2025-04-20,STU_1490,Academic Skills,Team Bravo,Rep_9,760000,Active
2024-10-21,STU_1491,Academic Skills,Team Delta,Rep_1,526000,Active
2024-11-03,STU_1492,Kids English,Team Sigma,Rep_12,1992000,Active
2024-06-16,STU_1493,Kids English,Team Alpha,Rep_6,1959000,Active
2025-11-27,STU_1494,Kids English,Team Alpha,Rep_4,1364000,Active
2024-08-03,STU_1495,Academic Skills,Team Sigma,Rep_13,1189000,Active
2025-04-29,STU_1496,Academic Skills,Team Alpha,Rep_4,414000,Active
2025-08-24,STU_1497,IELTS,Team Alpha,Rep_13,634000,Active
2024-08-31,STU_1498,IELTS,Team Sigma,Rep_7,1151000,Active
2024-04-17,STU_1499,Business English,Team Delta,Rep_14,922000,Active
2025-08-30,STU_1500,Business English,Team Delta,Rep_5,1541000,Cancelled
2024-10-29,STU_1501,Business English,Team Alpha,Rep_8,231000,Active
2024-11-16,STU_1502,Business English,Team Sigma,Rep_7,869000,Cancelled
2024-11-08,STU_1503,Kids English,Team Alpha,Rep_9,484000,Active
2024-04-08,STU_1504,TOEIC,Team Sigma,Rep_3,1528000,Active
2024-10-28,STU_1505,Kids English,Team Delta,Rep_7,628000,Active
2024-05-30,STU_1506,Kids English,Team Alpha,Rep_15,1700000,Active
2024-04-25,STU_1507,Academic Skills,Team Bravo,Rep_12,485000,Active
2025-02-20,STU_1508,TOEIC,Team Alpha,Rep_12,1367000,Active
2024-03-08,STU_1509,IELTS,Team Delta,Rep_12,1647000,Active
2025-05-29,STU_1510,Academic Skills,Team Sigma,Rep_5,1242000,Cancelled
2025-03-22,STU_1511,Academic Skills,Team Bravo,Rep_14,217000,Active
2025-07-11,STU_1512,IELTS,Team Bravo,Rep_4,968000,Active
2024-01-19,STU_1513,IELTS,Team Bravo,Rep_15,789000,Active
2024-06-07,STU_1514,IELTS,Team Sigma,Rep_4,1594000,Active
2024-07-11,STU_1515,Academic Skills,Team Alpha,Rep_11,1398000,Active
2025-10-05,STU_1516,IELTS,Team Sigma,Rep_10,1209000,Active
2024-04-27,STU_1517,Business English,Team Delta,Rep_13,393000,Active
2024-01-14,STU_1518,Kids English,Team Delta,Rep_3,701000,Active
2025-03-11,STU_1519,IELTS,Team Delta,Rep_10,1187000,Active
2025-01-27,STU_1520,Kids English,Team Alpha,Rep_8,1336000,Active
2025-06-25,STU_1521,Academic Skills,Team Delta,Rep_2,313000,Cancelled
2025-12-01,STU_1522,IELTS,Team Alpha,Rep_13,1445000,Active
2025-11-18,STU_1523,IELTS,Team Alpha,Rep_3,1901000,Active
2025-11-20,STU_1524,Business English,Team Delta,Rep_5,1146000,Active
2024-10-12,STU_1525,IELTS,Team Alpha,Rep_5,1030000,Cancelled
2025-05-07,STU_1526,Kids English,Team Sigma,Rep_4,1867000,Active
2025-04-08,STU_1527,Academic Skills,Team Sigma,Rep_6,1487000,Active
2025-02-23,STU_1528,Academic Skills,Team Alpha,Rep_13,1124000,Active
2025-06-20,STU_1529,TOEIC,Team Alpha,Rep_15,254000,Active
2025-08-24,STU_1530,Kids English,Team Delta,Rep_1,1866000,Active
2025-11-24,STU_1531,Business English,Team Bravo,Rep_2,999000,Active
2025-12-24,STU_1532,TOEIC,Team Bravo,Rep_15,977000,Active
2025-02-03,STU_1533,Academic Skills,Team Sigma,Rep_4,1681000,Active
2025-11-24,STU_1534,Business English,Team Bravo,Rep_11,361000,Active
2025-03-21,STU_1535,Kids English,Team Sigma,Rep_8,1603000,Active
2025-10-13,STU_1536,Academic Skills,Team Bravo,Rep_9,286000,Active
2025-02-16,STU_1537,Business English,Team Delta,Rep_11,254000,Active
2024-01-11,STU_1538,Academic Skills,Team Bravo,Rep_9,1699000,Cancelled
2025-10-07,STU_1539,Kids English,Team Sigma,Rep_14,1401000,Active
2025-01-02,STU_1540,Academic Skills,Team Delta,Rep_15,1614000,Active
2025-12-25,STU_1541,Academic Skills,Team Delta,Rep_13,1572000,Active
2025-12-06,STU_1542,Kids English,Team Sigma,Rep_14,1231000,Active
2024-04-07,STU_1543,Business English,Team Delta,Rep_6,1032000,Active
2024-08-14,STU_1544,Academic Skills,Team Sigma,Rep_13,512000,Active
2024-04-08,STU_1545,TOEIC,Team Alpha,Rep_4,958000,Active
2025-09-11,STU_1546,IELTS,Team Bravo,Rep_1,642000,Active
2025-01-04,STU_1547,Academic Skills,Team Bravo,Rep_13,1990000,Active
2024-05-22,STU_1548,Academic Skills,Team Alpha,Rep_11,527000,Active
2024-09-07,STU_1549,Business English,Team Bravo,Rep_10,1277000,Active
2024-10-20,STU_1550,Kids English,Team Bravo,Rep_10,960000,Active
2025-12-08,STU_1551,Academic Skills,Team Alpha,Rep_15,1462000,Active
2024-02-14,STU_1552,Business English,Team Bravo,Rep_1,1452000,Active
2025-03-07,STU_1553,Business English,Team Alpha,Rep_7,778000,Active
2024-06-13,STU_1554,Academic Skills,Team Bravo,Rep_6,1274000,Active
2024-12-05,STU_1555,TOEIC,Team Alpha,Rep_1,1832000,Active
2024-10-18,STU_1556,TOEIC,Team Sigma,Rep_8,1827000,Active
2025-09-22,STU_1557,Kids English,Team Sigma,Rep_8,1206000,Active
2024-08-24,STU_1558,Kids English,Team Delta,Rep_15,1487000,Cancelled
2024-09-29,STU_1559,TOEIC,Team Sigma,Rep_10,1641000,Active
2025-02-23,STU_1560,Kids English,Team Delta,Rep_6,295000,Active
2025-06-02,STU_1561,IELTS,Team Alpha,Rep_11,1311000,Active
2025-05-25,STU_1562,Business English,Team Alpha,Rep_9,1301000,Active
2025-06-18,STU_1563,Kids English,Team Alpha,Rep_13,1511000,Active
2024-06-13,STU_1564,IELTS,Team Bravo,Rep_2,1343000,Active
2024-06-14,STU_1565,Academic Skills,Team Alpha,Rep_15,1013000,Cancelled
2024-09-24,STU_1566,Business English,Team Delta,Rep_10,690000,Active
2024-05-27,STU_1567,Business English,Team Bravo,Rep_11,651000,Active
2024-06-06,STU_1568,Kids English,Team Sigma,Rep_7,1723000,Active
2025-06-12,STU_1569,Business English,Team Alpha,Rep_13,364000,Active
2025-08-15,STU_1570,Business English,Team Alpha,Rep_15,381000,Active
2024-06-06,STU_1571,TOEIC,Team Delta,Rep_14,668000,Active
2024-08-22,STU_1572,Kids English,Team Sigma,Rep_2,1109000,Active
2024-08-19,STU_1573,Business English,Team Bravo,Rep_11,934000,Active
2024-02-28,STU_1574,TOEIC,Team Bravo,Rep_4,1022000,Active
2025-03-04,STU_1575,IELTS,Team Alpha,Rep_6,1143000,Active
2025-04-25,STU_1576,TOEIC,Team Delta,Rep_8,206000,Active
2024-11-08,STU_1577,TOEIC,Team Bravo,Rep_11,529000,Active
2024-11-20,STU_1578,Academic Skills,Team Delta,Rep_6,974000,Active
2025-04-11,STU_1579,Business English,Team Bravo,Rep_4,1896000,Active
2025-09-11,STU_1580,IELTS,Team Sigma,Rep_4,350000,Active
2025-12-18,STU_1581,TOEIC,Team Bravo,Rep_4,1308000,Cancelled
2024-11-24,STU_1582,Academic Skills,Team Sigma,Rep_8,346000,Active
2025-06-05,STU_1583,Kids English,Team Bravo,Rep_8,1847000,Active
2024-11-16,STU_1584,Business English,Team Sigma,Rep_2,1604000,Cancelled
2025-12-28,STU_1585,Academic Skills,Team Alpha,Rep_10,1114000,Active
2025-04-28,STU_1586,TOEIC,Team Bravo,Rep_15,1771000,Active
2025-08-05,STU_1587,Kids English,Team Sigma,Rep_14,1508000,Active
2024-04-04,STU_1588,Business English,Team Delta,Rep_3,899000,Active
2025-04-29,STU_1589,TOEIC,Team Bravo,Rep_9,281000,Active
2024-06-08,STU_1590,TOEIC,Team Bravo,Rep_7,713000,Active
2024-03-27,STU_1591,Academic Skills,Team Alpha,Rep_5,1014000,Active
2024-04-16,STU_1592,IELTS,Team Delta,Rep_10,908000,Active
2024-07-18,STU_1593,TOEIC,Team Alpha,Rep_1,1746000,Active
2025-11-19,STU_1594,TOEIC,Team Bravo,Rep_13,945000,Active
2024-10-06,STU_1595,IELTS,Team Delta,Rep_14,1222000,Active
2024-09-22,STU_1596,TOEIC,Team Sigma,Rep_14,1609000,Active
2024-02-16,STU_1597,Academic Skills,Team Bravo,Rep_5,906000,Cancelled
2024-10-01,STU_1598,TOEIC,Team Delta,Rep_5,670000,Cancelled
2024-05-29,STU_1599,TOEIC,Team Bravo,Rep_3,1342000,Active
2024-01-25,STU_1600,Kids English,Team Sigma,Rep_9,595000,Cancelled
2024-05-02,STU_1601,IELTS,Team Alpha,Rep_8,1755000,Active
2024-02-01,STU_1602,Academic Skills,Team Alpha,Rep_8,460000,Cancelled
2024-12-31,STU_1603,Business English,Team Sigma,Rep_1,1004000,Active
2025-07-13,STU_1604,Kids English,Team Delta,Rep_9,1133000,Active
2025-07-25,STU_1605,TOEIC,Team Sigma,Rep_6,1479000,Active
2025-04-09,STU_1606,Business English,Team Delta,Rep_4,1957000,Active
2025-07-13,STU_1607,TOEIC,Team Alpha,Rep_8,1104000,Active
2024-10-18,STU_1608,Academic Skills,Team Alpha,Rep_5,1449000,Active
2025-12-29,STU_1609,TOEIC,Team Alpha,Rep_3,1276000,Active
2024-06-02,STU_1610,TOEIC,Team Sigma,Rep_5,1139000,Active
2025-04-14,STU_1611,Academic Skills,Team Sigma,Rep_5,1723000,Active
2025-06-14,STU_1612,IELTS,Team Sigma,Rep_14,1729000,Active
2025-10-16,STU_1613,TOEIC,Team Delta,Rep_9,1053000,Active
2024-01-30,STU_1614,TOEIC,Team Delta,Rep_4,1587000,Active
2025-11-10,STU_1615,Kids English,Team Alpha,Rep_11,1503000,Active
2024-09-20,STU_1616,Business English,Team Sigma,Rep_4,792000,Active
2025-10-20,STU_1617,Kids English,Team Bravo,Rep_6,913000,Active
2025-02-26,STU_1618,IELTS,Team Bravo,Rep_13,1381000,Cancelled
2025-12-21,STU_1619,Kids English,Team Alpha,Rep_8,831000,Active
2024-09-03,STU_1620,Academic Skills,Team Sigma,Rep_7,258000,Active
2024-06-13,STU_1621,IELTS,Team Bravo,Rep_4,1950000,Cancelled
2025-02-13,STU_1622,Academic Skills,Team Alpha,Rep_10,327000,Active
2025-12-05,STU_1623,Academic Skills,Team Delta,Rep_11,935000,Active
2025-01-07,STU_1624,Business English,Team Delta,Rep_2,920000,Active
2024-04-06,STU_1625,Kids English,Team Sigma,Rep_6,1338000,Active
2025-05-20,STU_1626,IELTS,Team Sigma,Rep_14,1432000,Active
2025-09-22,STU_1627,Academic Skills,Team Delta,Rep_7,725000,Active
2024-05-14,STU_1628,Academic Skills,Team Bravo,Rep_11,720000,Active
2025-03-03,STU_1629,TOEIC,Team Sigma,Rep_2,751000,Cancelled
2024-06-17,STU_1630,Business English,Team Delta,Rep_6,436000,Active
2025-01-23,STU_1631,Business English,Team Alpha,Rep_7,1504000,Active
2024-01-06,STU_1632,Kids English,Team Delta,Rep_13,1582000,Active
2024-11-29,STU_1633,TOEIC,Team Bravo,Rep_13,1424000,Active
2024-05-25,STU_1634,Kids English,Team Alpha,Rep_9,1981000,Active
2025-08-05,STU_1635,Business English,Team Sigma,Rep_10,1501000,Active
2024-12-22,STU_1636,TOEIC,Team Delta,Rep_8,1458000,Active
2024-10-17,STU_1637,IELTS,Team Bravo,Rep_9,693000,Active
2025-08-30,STU_1638,Kids English,Team Alpha,Rep_2,203000,Active
2024-04-24,STU_1639,IELTS,Team Bravo,Rep_10,865000,Active
2025-05-18,STU_1640,Business English,Team Delta,Rep_8,641000,Active
2025-08-12,STU_1641,Business English,Team Delta,Rep_9,228000,Active
2024-07-24,STU_1642,TOEIC,Team Bravo,Rep_2,1332000,Active
2025-07-13,STU_1643,Business English,Team Sigma,Rep_12,809000,Active
2024-02-04,STU_1644,TOEIC,Team Bravo,Rep_13,1950000,Active
2024-08-05,STU_1645,Kids English,Team Sigma,Rep_5,1004000,Active
2024-06-25,STU_1646,IELTS,Team Sigma,Rep_8,274000,Cancelled
2025-03-14,STU_1647,IELTS,Team Sigma,Rep_12,1037000,Active
2024-03-26,STU_1648,TOEIC,Team Delta,Rep_6,1369000,Cancelled
2025-06-19,STU_1649,Academic Skills,Team Sigma,Rep_8,327000,Active
2024-02-02,STU_1650,Academic Skills,Team Alpha,Rep_2,241000,Cancelled
2024-09-01,STU_1651,TOEIC,Team Bravo,Rep_10,1579000,Active
2025-03-25,STU_1652,IELTS,Team Alpha,Rep_12,240000,Cancelled
2024-04-28,STU_1653,Business English,Team Alpha,Rep_8,1133000,Cancelled
2025-12-16,STU_1654,TOEIC,Team Bravo,Rep_10,233000,Active
2025-09-15,STU_1655,TOEIC,Team Bravo,Rep_5,1240000,Cancelled
2024-12-02,STU_1656,Business English,Team Sigma,Rep_5,1900000,Active
2025-01-04,STU_1657,TOEIC,Team Delta,Rep_11,1376000,Active
2024-10-09,STU_1658,TOEIC,Team Delta,Rep_4,1197000,Active
2025-06-21,STU_1659,Academic Skills,Team Alpha,Rep_2,1601000,Active
2024-11-20,STU_1660,IELTS,Team Alpha,Rep_7,787000,Active
2025-02-06,STU_1661,Academic Skills,Team Bravo,Rep_7,1822000,Active
2025-06-14,STU_1662,Business English,Team Alpha,Rep_3,1852000,Cancelled
2025-11-19,STU_1663,TOEIC,Team Sigma,Rep_7,541000,Active
2024-01-31,STU_1664,Business English,Team Alpha,Rep_4,226000,Active
2024-03-30,STU_1665,IELTS,Team Sigma,Rep_11,1510000,Cancelled
2025-02-25,STU_1666,Kids English,Team Bravo,Rep_14,845000,Cancelled
2025-01-08,STU_1667,Kids English,Team Bravo,Rep_5,930000,Cancelled
2024-09-20,STU_1668,Kids English,Team Sigma,Rep_8,367000,Active
2024-04-24,STU_1669,TOEIC,Team Delta,Rep_6,809000,Cancelled
2024-12-09,STU_1670,Business English,Team Bravo,Rep_10,467000,Active
2024-11-28,STU_1671,Business English,Team Delta,Rep_10,1972000,Active
2025-01-30,STU_1672,Business English,Team Delta,Rep_7,1020000,Active
2024-09-08,STU_1673,Academic Skills,Team Sigma,Rep_7,654000,Active
2024-04-15,STU_1674,IELTS,Team Delta,Rep_3,1105000,Active
2024-12-02,STU_1675,Business English,Team Alpha,Rep_14,1908000,Active
2024-10-13,STU_1676,Kids English,Team Alpha,Rep_15,1624000,Active
2025-04-11,STU_1677,Academic Skills,Team Bravo,Rep_8,1121000,Active
2024-10-14,STU_1678,IELTS,Team Alpha,Rep_12,1180000,Active
2024-05-21,STU_1679,Business English,Team Bravo,Rep_1,1699000,Active
2024-02-27,STU_1680,Academic Skills,Team Bravo,Rep_7,901000,Active
2025-11-11,STU_1681,Academic Skills,Team Alpha,Rep_5,833000,Active
2025-04-25,STU_1682,Academic Skills,Team Sigma,Rep_1,1781000,Active
2024-02-19,STU_1683,Academic Skills,Team Bravo,Rep_10,1799000,Active
2024-03-19,STU_1684,Academic Skills,Team Delta,Rep_2,329000,Cancelled
2024-02-05,STU_1685,TOEIC,Team Alpha,Rep_4,1219000,Active
2025-03-10,STU_1686,Business English,Team Bravo,Rep_14,1586000,Active
2025-01-26,STU_1687,Academic Skills,Team Delta,Rep_2,1928000,Active
2025-07-29,STU_1688,TOEIC,Team Delta,Rep_5,1018000,Active
2024-01-20,STU_1689,Business English,Team Delta,Rep_12,892000,Active
2024-10-24,STU_1690,TOEIC,Team Delta,Rep_8,1515000,Active
2024-06-27,STU_1691,Kids English,Team Alpha,Rep_3,1594000,Active
2024-01-22,STU_1692,IELTS,Team Alpha,Rep_10,993000,Active
2024-03-27,STU_1693,Kids English,Team Sigma,Rep_4,228000,Active
2024-04-03,STU_1694,Business English,Team Alpha,Rep_2,348000,Active
2025-06-29,STU_1695,Academic Skills,Team Sigma,Rep_13,1519000,Active
2024-08-01,STU_1696,TOEIC,Team Sigma,Rep_11,210000,Active
2025-04-14,STU_1697,Academic Skills,Team Alpha,Rep_10,1735000,Active
2025-12-08,STU_1698,Business English,Team Sigma,Rep_4,875000,Active
2024-05-11,STU_1699,Academic Skills,Team Bravo,Rep_14,1336000,Cancelled
2025-10-12,STU_1700,TOEIC,Team Delta,Rep_15,386000,Cancelled
2024-09-05,STU_1701,IELTS,Team Alpha,Rep_2,1006000,Active
2025-08-26,STU_1702,TOEIC,Team Delta,Rep_14,943000,Active
2025-07-24,STU_1703,Business English,Team Delta,Rep_8,1450000,Active
2024-09-23,STU_1704,Kids English,Team Sigma,Rep_5,1533000,Active
2025-11-26,STU_1705,Business English,Team Delta,Rep_9,297000,Active
2025-04-22,STU_1706,TOEIC,Team Sigma,Rep_10,254000,Cancelled
2024-11-19,STU_1707,IELTS,Team Bravo,Rep_3,822000,Cancelled
2025-05-04,STU_1708,Kids English,Team Sigma,Rep_1,863000,Active
2024-06-24,STU_1709,TOEIC,Team Sigma,Rep_6,957000,Active
2025-08-31,STU_1710,TOEIC,Team Delta,Rep_2,605000,Active
2025-05-27,STU_1711,Kids English,Team Sigma,Rep_5,268000,Active
2025-09-22,STU_1712,IELTS,Team Alpha,Rep_14,1535000,Active
2025-09-22,STU_1713,Academic Skills,Team Delta,Rep_7,1512000,Active
2025-11-13,STU_1714,TOEIC,Team Alpha,Rep_3,1985000,Active
2024-01-04,STU_1715,TOEIC,Team Delta,Rep_15,1771000,Active
2025-03-13,STU_1716,Kids English,Team Alpha,Rep_9,950000,Active
2025-05-08,STU_1717,IELTS,Team Alpha,Rep_10,1371000,Cancelled
2024-02-01,STU_1718,Kids English,Team Bravo,Rep_2,1690000,Active
2025-10-17,STU_1719,TOEIC,Team Delta,Rep_7,1962000,Active
2025-01-14,STU_1720,IELTS,Team Sigma,Rep_5,1467000,Active
2025-06-13,STU_1721,Business English,Team Alpha,Rep_7,1714000,Active
2024-11-21,STU_1722,IELTS,Team Bravo,Rep_2,1157000,Active
2025-07-24,STU_1723,TOEIC,Team Delta,Rep_13,1730000,Active
2024-12-20,STU_1724,TOEIC,Team Alpha,Rep_5,564000,Cancelled
2024-08-05,STU_1725,IELTS,Team Bravo,Rep_4,681000,Active
2025-02-15,STU_1726,Business English,Team Bravo,Rep_2,400000,Cancelled
2024-05-05,STU_1727,TOEIC,Team Bravo,Rep_14,353000,Active
2024-05-30,STU_1728,IELTS,Team Sigma,Rep_4,1673000,Active
2024-06-13,STU_1729,Academic Skills,Team Sigma,Rep_6,1724000,Active
2024-05-19,STU_1730,IELTS,Team Sigma,Rep_13,272000,Active
2025-03-01,STU_1731,Business English,Team Sigma,Rep_5,912000,Active
2025-10-21,STU_1732,Kids English,Team Alpha,Rep_9,495000,Active
2024-10-10,STU_1733,IELTS,Team Alpha,Rep_9,1240000,Active
2024-03-23,STU_1734,Kids English,Team Sigma,Rep_10,1864000,Cancelled
2025-04-21,STU_1735,TOEIC,Team Alpha,Rep_7,1440000,Cancelled
2025-12-19,STU_1736,Kids English,Team Alpha,Rep_1,260000,Cancelled
2024-02-29,STU_1737,Kids English,Team Sigma,Rep_12,1138000,Active
2025-04-13,STU_1738,Business English,Team Bravo,Rep_3,1839000,Active
2024-06-26,STU_1739,Business English,Team Alpha,Rep_14,241000,Active
2025-06-26,STU_1740,Kids English,Team Bravo,Rep_12,224000,Active
2025-08-22,STU_1741,Kids English,Team Alpha,Rep_14,1262000,Active
2025-04-26,STU_1742,Academic Skills,Team Delta,Rep_8,330000,Active
2025-06-29,STU_1743,Business English,Team Sigma,Rep_15,1721000,Active
2025-03-14,STU_1744,Kids English,Team Bravo,Rep_8,1452000,Active
2025-12-17,STU_1745,Kids English,Team Delta,Rep_10,307000,Cancelled
2025-12-31,STU_1746,Academic Skills,Team Bravo,Rep_1,371000,Active
2024-01-16,STU_1747,IELTS,Team Sigma,Rep_5,1658000,Active
2025-07-06,STU_1748,Kids English,Team Alpha,Rep_8,1701000,Active
2025-11-11,STU_1749,Business English,Team Delta,Rep_6,301000,Cancelled
2024-09-19,STU_1750,TOEIC,Team Sigma,Rep_3,1065000,Active
2025-04-10,STU_1751,Business English,Team Sigma,Rep_12,723000,Active
2025-11-09,STU_1752,TOEIC,Team Alpha,Rep_1,474000,Active
2024-11-30,STU_1753,Business English,Team Delta,Rep_11,1836000,Active
2024-09-14,STU_1754,Business English,Team Bravo,Rep_7,1267000,Active
2025-08-15,STU_1755,Business English,Team Delta,Rep_4,1016000,Active
2025-10-17,STU_1756,Academic Skills,Team Alpha,Rep_9,1156000,Active
2024-01-21,STU_1757,Academic Skills,Team Delta,Rep_10,1240000,Active
2024-05-15,STU_1758,TOEIC,Team Sigma,Rep_1,529000,Active
2025-06-08,STU_1759,Academic Skills,Team Alpha,Rep_8,1792000,Cancelled
2024-06-18,STU_1760,TOEIC,Team Bravo,Rep_5,1720000,Active
2025-06-18,STU_1761,IELTS,Team Alpha,Rep_9,211000,Active
2025-01-09,STU_1762,Kids English,Team Delta,Rep_12,1541000,Active
2024-02-18,STU_1763,TOEIC,Team Delta,Rep_4,1815000,Active
2025-12-07,STU_1764,TOEIC,Team Alpha,Rep_15,415000,Active
2024-05-19,STU_1765,Academic Skills,Team Sigma,Rep_5,538000,Active
2025-08-14,STU_1766,Kids English,Team Sigma,Rep_13,1999000,Active
2025-12-15,STU_1767,IELTS,Team Alpha,Rep_6,860000,Active
2025-08-10,STU_1768,Kids English,Team Sigma,Rep_7,1304000,Active
2025-05-07,STU_1769,TOEIC,Team Alpha,Rep_10,1950000,Active
2024-03-28,STU_1770,Business English,Team Bravo,Rep_15,1708000,Cancelled
2025-10-20,STU_1771,Kids English,Team Bravo,Rep_3,573000,Active
2024-08-16,STU_1772,IELTS,Team Bravo,Rep_8,1175000,Active
2025-11-11,STU_1773,Business English,Team Delta,Rep_12,909000,Active
2025-11-03,STU_1774,Kids English,Team Alpha,Rep_12,1423000,Active
2024-07-29,STU_1775,Kids English,Team Sigma,Rep_4,1760000,Active
2024-08-26,STU_1776,Academic Skills,Team Sigma,Rep_12,665000,Active
2024-08-29,STU_1777,IELTS,Team Alpha,Rep_2,1312000,Cancelled
2024-04-08,STU_1778,Business English,Team Sigma,Rep_1,1491000,Active
2024-05-04,STU_1779,IELTS,Team Bravo,Rep_11,1878000,Active
2025-05-12,STU_1780,IELTS,Team Alpha,Rep_15,1794000,Active
2025-08-07,STU_1781,Business English,Team Delta,Rep_15,688000,Active
2024-01-12,STU_1782,Kids English,Team Delta,Rep_8,1761000,Active
2024-02-18,STU_1783,Academic Skills,Team Alpha,Rep_4,246000,Active
2024-05-27,STU_1784,TOEIC,Team Delta,Rep_6,1511000,Active
2024-06-10,STU_1785,TOEIC,Team Bravo,Rep_6,977000,Active
2024-03-13,STU_1786,Kids English,Team Bravo,Rep_11,1239000,Active
2024-08-03,STU_1787,TOEIC,Team Sigma,Rep_15,910000,Active
2025-08-21,STU_1788,Business English,Team Bravo,Rep_2,600000,Active
2025-04-26,STU_1789,Kids English,Team Alpha,Rep_14,1180000,Cancelled
2025-11-16,STU_1790,Business English,Team Bravo,Rep_13,1309000,Active
2024-08-09,STU_1791,Business English,Team Sigma,Rep_15,449000,Cancelled
2025-02-20,STU_1792,TOEIC,Team Delta,Rep_11,590000,Active
2025-10-06,STU_1793,IELTS,Team Bravo,Rep_8,534000,Active
2024-03-16,STU_1794,Business English,Team Delta,Rep_6,828000,Active
2024-04-23,STU_1795,IELTS,Team Alpha,Rep_15,1742000,Active
2025-01-04,STU_1796,TOEIC,Team Alpha,Rep_7,336000,Active
2024-02-07,STU_1797,Business English,Team Bravo,Rep_10,1082000,Active
2024-07-26,STU_1798,TOEIC,Team Sigma,Rep_7,887000,Active
2024-09-03,STU_1799,TOEIC,Team Alpha,Rep_2,1721000,Active
2024-09-11,STU_1800,Academic Skills,Team Alpha,Rep_11,1026000,Active
2024-05-29,STU_1801,TOEIC,Team Alpha,Rep_13,926000,Active
2025-01-10,STU_1802,TOEIC,Team Sigma,Rep_2,1700000,Cancelled
2025-03-26,STU_1803,Business English,Team Bravo,Rep_12,793000,Active
2024-04-22,STU_1804,Business English,Team Sigma,Rep_4,1446000,Active
2025-02-21,STU_1805,TOEIC,Team Alpha,Rep_15,1189000,Active
2024-03-25,STU_1806,TOEIC,Team Delta,Rep_9,571000,Active
2025-11-25,STU_1807,TOEIC,Team Sigma,Rep_11,1134000,Active
2025-10-05,STU_1808,TOEIC,Team Bravo,Rep_10,1194000,Active
2024-03-12,STU_1809,Academic Skills,Team Bravo,Rep_11,601000,Active
2024-08-20,STU_1810,Kids English,Team Bravo,Rep_7,1666000,Active
2024-02-09,STU_1811,Business English,Team Bravo,Rep_9,1713000,Active
2024-03-14,STU_1812,Kids English,Team Bravo,Rep_2,814000,Active
2025-03-19,STU_1813,Academic Skills,Team Delta,Rep_10,1496000,Cancelled
2025-09-25,STU_1814,IELTS,Team Bravo,Rep_7,1749000,Active
2024-11-02,STU_1815,IELTS,Team Sigma,Rep_6,1382000,Active
2025-09-03,STU_1816,TOEIC,Team Bravo,Rep_7,1375000,Active
2024-12-06,STU_1817,TOEIC,Team Delta,Rep_10,1194000,Active
2025-04-17,STU_1818,Kids English,Team Bravo,Rep_4,819000,Cancelled
2025-05-07,STU_1819,TOEIC,Team Bravo,Rep_5,387000,Active
2025-04-25,STU_1820,Business English,Team Alpha,Rep_2,1321000,Active
2025-05-25,STU_1821,IELTS,Team Alpha,Rep_11,330000,Cancelled
2025-02-21,STU_1822,TOEIC,Team Alpha,Rep_14,1004000,Active
2024-09-04,STU_1823,TOEIC,Team Delta,Rep_10,1394000,Active
2024-09-21,STU_1824,TOEIC,Team Sigma,Rep_5,1135000,Active
2024-08-07,STU_1825,Business English,Team Sigma,Rep_8,1185000,Active
2024-03-12,STU_1826,IELTS,Team Delta,Rep_3,382000,Active
