lead_id,student_id,lead_created_date,lead_source,marketing_cost,region,device_type,contact_attempts,response_time_hours,lead_stage,contacted_date,demo_date,followup_count,sales_cycle_days,contract_date,contract_value,payment_plan,discount_percent,course_category,course_level,renewal_flag,sales_rep,team,tenure_months,quota_monthly,churn_risk_score,CLV_estimate,probability_to_renew
143,88897,2024-11-10,Facebook,6.43,HCM,Mobile,4,25.8,Negotiation,2024-11-12,2024-11-16,2,2,,0,,0,,,0,Hoa,Delta,29,74907,0.062,0.0,0.968
144,24419,2024-04-05,Referral,3.04,DN,Mobile,6,42.7,New,2024-04-06,2024-04-11,2,3,,0,,0,,,0,My,Beta,5,42932,0.127,0.0,0.332
145,51636,2024-04-12,Referral,4.22,HCM,Desktop,1,65.6,Contacted,2024-04-16,2024-04-19,3,19,,0,,0,,,0,Duc,Gamma,18,34289,0.982,0.0,0.214
146,51015,2024-12-07,Website,9.65,HCM,Mobile,2,56.8,Lost,2024-12-08,2024-12-11,5,4,,0,,0,,,0,Vy,Alpha,6,47376,0.629,0.0,0.025
147,55268,2024-05-25,Facebook,1.94,HCM,Desktop,1,60.7,Contacted,2024-05-28,2024-05-28,6,41,,0,,0,,,0,Hoa,Alpha,21,57982,0.606,0.0,0.467
148,88939,2024-01-27,Referral,7.51,HN,Mobile,5,61.9,Contacted,2024-01-28,2024-01-28,0,43,,0,,0,,,0,My,Beta,37,67845,0.767,0.0,0.217
149,19141,2024-08-07,Google Ads,9.53,HN,Mobile,5,66.3,Demo,2024-08-11,2024-08-15,1,18,,0,,0,,,0,My,Gamma,5,63074,0.323,0.0,0.636
150,81356,2024-01-18,TikTok,6.91,HCM,Desktop,3,17.3,Contacted,2024-01-20,2024-01-22,2,18,,0,,0,,,0,Duc,Beta,9,20686,0.657,0.0,0.56
151,72910,2024-06-15,TikTok,1.27,DN,Mobile,1,33.3,New,2024-06-16,2024-06-22,0,21,,0,,0,,,0,Khanh,Beta,32,30130,0.455,0.0,0.563
152,57044,2024-03-22,TikTok,14.8,DN,Mobile,1,28.0,Contacted,2024-03-23,2024-03-27,2,21,,0,,0,,,0,Vy,Alpha,37,68178,0.362,0.0,0.454
153,68214,2024-03-12,Website,6.14,HN,Desktop,3,27.8,Negotiation,2024-03-14,2024-03-17,3,39,,0,,0,,,0,Khanh,Alpha,47,63404,0.171,0.0,0.699
154,34827,2024-11-05,TikTok,11.9,HCM,Desktop,3,47.1,Contacted,2024-11-07,2024-11-10,5,30,,0,,0,,,0,Hoa,Alpha,25,46057,0.084,0.0,0.617
155,56820,2024-09-10,TikTok,5.56,HN,Desktop,4,29.2,Negotiation,2024-09-14,2024-09-17,4,41,,0,,0,,,0,Long,Delta,22,22392,0.016,0.0,0.775
156,63623,2024-06-10,Google Ads,7.65,HN,Desktop,4,44.6,New,2024-06-13,2024-06-18,5,17,,0,,0,,,0,Minh,Alpha,4,55216,0.302,0.0,0.73
157,82734,2024-11-22,Referral,6.44,HN,Desktop,5,27.8,New,2024-11-26,2024-11-26,8,5,,0,,0,,,0,Vy,Delta,39,41690,0.017,0.0,0.115
158,76450,2024-02-07,Google Ads,5.8,HCM,Desktop,7,22.7,Won,2024-02-08,2024-02-11,0,5,2024-02-12,2998,Full,0,IELTS,Advanced,1,Lan,Beta,25,44074,0.274,4972.49,0.974
159,94426,2024-07-19,Website,1.31,HCM,Desktop,7,25.7,Won,2024-07-23,2024-07-26,2,9,2024-07-28,2135,Full,0,IELTS,Beginner,0,Minh,Delta,12,37668,0.625,4259.35,0.222
160,23299,2024-07-18,TikTok,6.04,HN,Desktop,7,58.0,Negotiation,2024-07-22,2024-07-26,7,11,,0,,0,,,0,My,Delta,31,50360,0.154,0.0,0.751
161,44585,2024-09-11,Referral,13.45,HCM,Mobile,7,43.5,New,2024-09-13,2024-09-13,8,38,,0,,0,,,0,Long,Gamma,44,34286,0.451,0.0,0.781
162,65044,2024-06-27,TikTok,10.67,DN,Desktop,2,70.1,Contacted,2024-06-30,2024-07-04,1,40,,0,,0,,,0,Duc,Gamma,1,77263,0.147,0.0,0.557
163,43557,2024-02-04,TikTok,3.04,DN,Mobile,5,60.0,Won,2024-02-07,2024-02-09,9,14,2024-02-18,1384,Installment,10,TOEIC,Beginner,0,Khanh,Gamma,22,49691,0.362,2729.2,0.11
164,50080,2024-03-22,Website,9.28,HN,Desktop,6,35.2,New,2024-03-26,2024-03-30,4,38,,0,,0,,,0,Vy,Alpha,36,31401,0.867,0.0,0.161
165,3693,2024-08-07,TikTok,13.49,DN,Desktop,1,17.8,Won,2024-08-09,2024-08-13,2,6,2024-08-13,1066,Installment,5,IELTS,Advanced,0,Lan,Alpha,33,71416,0.688,2610.06,0.945
166,96003,2024-06-06,Facebook,10.8,HN,Mobile,7,48.7,Demo,2024-06-08,2024-06-10,9,14,,0,,0,,,0,Lan,Beta,42,65577,0.739,0.0,0.47
167,96259,2024-01-04,Referral,3.08,HN,Mobile,2,52.5,Negotiation,2024-01-05,2024-01-09,1,8,,0,,0,,,0,Khanh,Gamma,23,50093,0.476,0.0,0.365
168,70163,2024-06-15,Referral,13.15,HN,Mobile,4,33.7,Negotiation,2024-06-15,2024-06-18,8,30,,0,,0,,,0,Vy,Delta,34,35565,0.912,0.0,0.804
169,26939,2024-07-22,Facebook,5.22,HCM,Desktop,3,16.9,Demo,2024-07-23,2024-07-26,4,1,,0,,0,,,0,Long,Alpha,44,25787,0.148,0.0,0.219
170,49925,2024-07-12,Website,7.36,HCM,Desktop,3,40.3,Contacted,2024-07-13,2024-07-14,8,25,,0,,0,,,0,Khanh,Alpha,20,77464,0.12,0.0,0.539
171,43941,2024-08-22,TikTok,8.37,HCM,Desktop,7,18.6,Negotiation,2024-08-23,2024-08-29,0,13,,0,,0,,,0,My,Delta,32,35794,0.318,0.0,0.524
172,22834,2024-07-24,TikTok,12.91,HCM,Desktop,5,67.7,Won,2024-07-24,2024-07-24,3,27,2024-08-20,652,Full,0,TOEIC,Advanced,1,Long,Gamma,6,73336,0.099,1188.65,0.033
173,19047,2024-05-29,Referral,14.04,HN,Mobile,7,45.5,New,2024-05-31,2024-06-03,0,25,,0,,0,,,0,My,Beta,22,37915,0.302,0.0,0.54
174,27105,2024-06-07,Website,14.02,HCM,Desktop,1,21.4,Contacted,2024-06-09,2024-06-14,4,4,,0,,0,,,0,My,Gamma,12,71633,0.567,0.0,0.49
175,76766,2024-10-05,Website,1.11,DN,Mobile,1,15.9,Contacted,2024-10-08,2024-10-08,4,31,,0,,0,,,0,My,Alpha,23,24640,0.404,0.0,0.686
176,16707,2024-10-30,Website,13.91,DN,Desktop,3,51.7,Demo,2024-11-02,2024-11-06,6,18,,0,,0,,,0,Lan,Alpha,35,57915,0.437,0.0,0.804
177,22976,2024-06-14,TikTok,1.76,HCM,Desktop,5,51.1,New,2024-06-18,2024-06-19,6,17,,0,,0,,,0,Khanh,Alpha,14,67967,0.162,0.0,0.881
178,45262,2024-11-06,Website,4.72,DN,Mobile,6,43.2,Won,2024-11-10,2024-11-15,7,11,2024-11-17,925,Installment,5,IELTS,Intermediate,0,My,Alpha,12,20250,0.445,1288.55,0.158
179,24776,2024-03-08,Facebook,8.21,DN,Desktop,5,44.4,Demo,2024-03-12,2024-03-15,5,12,,0,,0,,,0,Lan,Beta,30,43452,0.921,0.0,0.168
180,31080,2024-03-28,Google Ads,7.72,HCM,Mobile,4,43.7,Won,2024-03-31,2024-04-05,9,3,2024-03-31,702,Full,10,Communicative,Beginner,0,Khanh,Alpha,22,66522,0.063,1644.58,0.893
181,67842,2024-08-04,Website,9.47,HN,Desktop,7,26.2,Won,2024-08-07,2024-08-11,2,15,2024-08-19,2877,Full,15,TOEIC,Intermediate,0,My,Beta,16,26440,0.682,5304.81,0.062
182,62373,2024-01-01,Google Ads,7.71,HN,Desktop,4,67.5,Contacted,2024-01-02,2024-01-03,8,6,,0,,0,,,0,My,Delta,22,24996,0.634,0.0,0.687
183,7776,2024-05-14,TikTok,14.08,HN,Desktop,4,34.8,New,2024-05-16,2024-05-21,4,5,,0,,0,,,0,My,Gamma,29,62726,0.805,0.0,0.598
184,93787,2024-07-03,Website,4.37,HCM,Desktop,7,2.0,Won,2024-07-06,2024-07-10,8,31,2024-08-03,2128,Installment,10,Communicative,Beginner,0,My,Alpha,46,71388,0.603,4725.13,0.666
185,56016,2024-12-16,Referral,4.84,HN,Desktop,6,25.4,Demo,2024-12-16,2024-12-16,4,8,,0,,0,,,0,Long,Alpha,42,74441,0.397,0.0,0.978
186,10474,2024-05-19,TikTok,13.89,HN,Mobile,2,9.8,New,2024-05-20,2024-05-24,2,10,,0,,0,,,0,Duc,Alpha,7,22700,0.792,0.0,0.327
187,59053,2024-04-15,Facebook,2.07,DN,Desktop,5,26.5,Won,2024-04-15,2024-04-19,6,3,2024-04-18,858,Installment,5,TOEIC,Advanced,0,Khanh,Gamma,15,32404,0.359,1315.54,0.694
188,22959,2024-05-12,Facebook,9.53,HN,Desktop,5,44.0,Demo,2024-05-12,2024-05-18,8,12,,0,,0,,,0,Minh,Gamma,2,72858,0.253,0.0,0.889
189,6530,2024-04-17,Google Ads,10.54,HCM,Desktop,6,2.1,Contacted,2024-04-19,2024-04-23,0,28,,0,,0,,,0,Khanh,Beta,22,28093,0.541,0.0,0.841
190,95856,2024-06-26,Google Ads,8.08,HN,Desktop,7,62.7,Demo,2024-06-26,2024-06-27,2,12,,0,,0,,,0,Minh,Beta,15,64441,0.946,0.0,0.566
191,4748,2024-10-24,Referral,10.72,DN,Mobile,4,44.1,Won,2024-10-24,2024-10-29,6,42,2024-12-05,1697,Installment,0,Business English,Beginner,0,Hoa,Alpha,19,68772,0.549,3192.16,0.797
192,98504,2024-12-23,Referral,3.42,DN,Desktop,3,21.6,New,2024-12-23,2024-12-27,8,30,,0,,0,,,0,Minh,Gamma,27,56577,0.995,0.0,0.479
193,99098,2024-12-24,Facebook,12.94,DN,Mobile,4,22.8,Contacted,2024-12-24,2024-12-25,3,19,,0,,0,,,0,My,Alpha,23,62309,0.805,0.0,0.2
194,14545,2024-05-25,Website,2.96,DN,Mobile,2,33.8,Contacted,2024-05-26,2024-05-27,4,21,,0,,0,,,0,Lan,Beta,30,75460,0.861,0.0,0.142
195,67199,2024-03-14,Facebook,6.61,HN,Mobile,6,18.2,Won,2024-03-15,2024-03-17,7,17,2024-03-31,616,Installment,5,IELTS,Intermediate,0,Hoa,Alpha,25,50769,0.717,814.53,0.298
196,35766,2024-04-17,Facebook,2.05,DN,Mobile,7,0.8,Won,2024-04-19,2024-04-25,3,14,2024-05-01,2946,Installment,10,TOEIC,Advanced,0,Vy,Alpha,40,41343,0.356,4381.25,0.063
197,74530,2024-05-01,Referral,8.63,DN,Mobile,3,2.4,Demo,2024-05-03,2024-05-07,1,39,,0,,0,,,0,Long,Delta,21,65481,0.484,0.0,0.274
198,94557,2024-01-17,Google Ads,10.38,DN,Desktop,5,26.1,Negotiation,2024-01-17,2024-01-23,6,11,,0,,0,,,0,Khanh,Beta,27,75212,0.712,0.0,0.288
199,62087,2024-07-14,Referral,14.18,HN,Mobile,2,9.4,Contacted,2024-07-18,2024-07-21,1,29,,0,,0,,,0,Minh,Beta,19,27868,0.297,0.0,0.6
200,96839,2024-11-22,Referral,11.35,HCM,Mobile,2,2.1,Demo,2024-11-22,2024-11-23,5,7,,0,,0,,,0,Vy,Alpha,26,43057,0.854,0.0,0.847
201,69840,2024-11-13,Referral,8.58,DN,Mobile,6,61.9,Lost,2024-11-13,2024-11-17,6,1,,0,,0,,,0,Khanh,Alpha,33,51616,0.488,0.0,0.621
202,55384,2024-10-23,Facebook,14.06,DN,Mobile,3,20.1,Demo,2024-10-25,2024-10-28,7,41,,0,,0,,,0,Duc,Delta,36,74318,0.679,0.0,0.868
203,52005,2024-09-08,Website,7.7,DN,Mobile,4,36.5,Lost,2024-09-11,2024-09-11,4,7,,0,,0,,,0,My,Gamma,3,22529,0.496,0.0,0.374
204,47576,2024-04-28,Facebook,8.86,HN,Mobile,4,13.3,Negotiation,2024-04-30,2024-05-03,0,14,,0,,0,,,0,Minh,Gamma,39,36594,0.966,0.0,0.03
205,40353,2024-06-10,TikTok,9.35,HN,Desktop,1,3.8,New,2024-06-11,2024-06-12,2,16,,0,,0,,,0,Vy,Alpha,25,40655,0.438,0.0,0.052
206,63003,2024-07-16,Referral,6.74,DN,Desktop,3,53.8,Won,2024-07-18,2024-07-19,9,35,2024-08-20,1996,Installment,0,TOEIC,Beginner,0,Vy,Gamma,13,75099,0.422,3293.89,0.943
207,84211,2024-02-14,Referral,12.74,HCM,Mobile,4,9.4,Contacted,2024-02-17,2024-02-18,8,16,,0,,0,,,0,Khanh,Delta,14,37417,0.632,0.0,0.194
208,53733,2024-11-09,TikTok,3.59,DN,Mobile,2,2.3,Demo,2024-11-09,2024-11-14,5,21,,0,,0,,,0,Vy,Delta,40,60513,0.119,0.0,0.287
209,66318,2024-06-27,Referral,8.77,HCM,Mobile,6,42.5,Negotiation,2024-06-30,2024-07-02,4,13,,0,,0,,,0,Lan,Gamma,10,57368,0.712,0.0,0.073
210,90474,2024-02-13,Referral,11.11,HCM,Mobile,4,1.5,Won,2024-02-15,2024-02-18,0,18,2024-03-02,2154,Full,10,TOEIC,Beginner,0,My,Beta,24,75220,0.048,5370.42,0.967
211,24664,2024-09-27,Referral,13.66,HN,Mobile,6,31.7,Contacted,2024-10-01,2024-10-06,3,29,,0,,0,,,0,Minh,Beta,43,21984,0.927,0.0,0.935
212,68172,2024-03-18,TikTok,13.37,HN,Desktop,4,21.2,Won,2024-03-19,2024-03-23,4,21,2024-04-08,1423,Full,0,IELTS,Beginner,0,Lan,Alpha,36,61280,0.534,1915.19,0.515
213,86616,2024-11-21,Facebook,8.12,HN,Desktop,6,23.3,Won,2024-11-24,2024-11-30,1,9,2024-11-30,1469,Installment,10,Communicative,Beginner,0,Minh,Delta,22,44198,0.293,3048.89,0.431
214,94264,2024-06-26,Referral,10.0,HCM,Desktop,2,0.8,New,2024-06-28,2024-07-02,4,31,,0,,0,,,0,Minh,Beta,34,59350,0.258,0.0,0.147
215,27736,2024-12-22,Website,6.52,HCM,Desktop,3,69.5,Won,2024-12-22,2024-12-23,2,37,2025-01-28,2440,Installment,5,IELTS,Beginner,1,Vy,Delta,14,62046,0.731,4078.04,0.83
216,95209,2024-01-03,TikTok,7.55,HCM,Desktop,1,37.5,Contacted,2024-01-05,2024-01-08,7,17,,0,,0,,,0,Hoa,Beta,9,42718,0.085,0.0,0.467
217,1854,2024-08-01,Google Ads,13.69,HN,Desktop,6,41.4,New,2024-08-01,2024-08-06,9,31,,0,,0,,,0,Khanh,Beta,12,65768,0.927,0.0,0.9
218,91084,2024-12-07,TikTok,14.03,HN,Mobile,4,48.1,Lost,2024-12-11,2024-12-11,0,24,,0,,0,,,0,Long,Alpha,22,49640,0.506,0.0,0.505
219,39623,2024-03-14,Facebook,13.54,HN,Mobile,6,57.5,Contacted,2024-03-15,2024-03-18,3,6,,0,,0,,,0,Vy,Beta,33,22120,0.683,0.0,0.036
220,8392,2024-02-20,TikTok,2.94,DN,Desktop,6,44.0,Negotiation,2024-02-23,2024-02-27,8,32,,0,,0,,,0,Khanh,Beta,18,42465,0.075,0.0,0.107
221,56680,2024-03-07,Google Ads,12.9,HCM,Mobile,4,55.0,Demo,2024-03-09,2024-03-10,0,31,,0,,0,,,0,Hoa,Delta,31,59811,0.245,0.0,0.9
222,47717,2024-11-27,Website,14.28,HCM,Desktop,7,32.6,Contacted,2024-11-29,2024-12-02,5,18,,0,,0,,,0,Duc,Delta,12,25181,0.005,0.0,0.573
223,88092,2024-04-02,Google Ads,6.06,DN,Desktop,4,27.0,Negotiation,2024-04-05,2024-04-07,5,9,,0,,0,,,0,Vy,Beta,38,56902,0.186,0.0,0.873
224,51859,2024-06-24,TikTok,8.26,HCM,Desktop,3,59.4,New,2024-06-24,2024-06-25,1,3,,0,,0,,,0,Vy,Delta,34,41216,0.554,0.0,0.047
225,27309,2024-05-24,Google Ads,11.91,HCM,Mobile,2,62.4,Contacted,2024-05-25,2024-05-27,0,37,,0,,0,,,0,Vy,Gamma,15,61918,0.499,0.0,0.914
226,88455,2024-01-07,TikTok,8.87,DN,Mobile,2,10.4,Won,2024-01-11,2024-01-16,0,7,2024-01-14,510,Installment,10,Communicative,Beginner,0,Hoa,Beta,40,57584,0.78,1158.21,0.492
227,64734,2024-09-25,Website,14.91,HCM,Desktop,2,39.3,Lost,2024-09-28,2024-10-04,9,26,,0,,0,,,0,My,Gamma,1,77672,0.642,0.0,0.33
228,71467,2024-11-17,Website,7.38,HN,Mobile,2,49.4,Demo,2024-11-18,2024-11-19,4,13,,0,,0,,,0,Khanh,Beta,31,79548,0.72,0.0,0.045
229,53662,2024-01-04,Facebook,11.0,DN,Desktop,2,6.5,Contacted,2024-01-06,2024-01-10,4,34,,0,,0,,,0,My,Alpha,10,25540,0.246,0.0,0.826
230,99506,2024-05-17,Website,12.1,HCM,Mobile,7,67.0,Demo,2024-05-18,2024-05-18,9,43,,0,,0,,,0,Vy,Delta,34,48561,0.511,0.0,0.515
231,13688,2024-08-18,Referral,7.92,HN,Mobile,2,37.7,Won,2024-08-22,2024-08-25,6,29,2024-09-16,364,Installment,0,TOEIC,Intermediate,1,Duc,Gamma,37,37546,0.917,708.76,0.461
232,26342,2024-03-28,Google Ads,13.0,HCM,Desktop,4,46.7,New,2024-03-29,2024-04-03,8,33,,0,,0,,,0,Khanh,Alpha,13,60905,0.49,0.0,0.656
233,38157,2024-01-17,Google Ads,8.65,DN,Desktop,4,13.2,New,2024-01-19,2024-01-22,3,5,,0,,0,,,0,Duc,Alpha,38,32136,0.219,0.0,0.267
234,68863,2024-02-21,TikTok,6.76,HN,Desktop,2,19.4,Won,2024-02-25,2024-02-26,3,36,2024-03-28,2799,Installment,5,IELTS,Advanced,1,Minh,Gamma,45,63423,0.589,3988.35,0.948
235,53083,2024-05-13,Website,2.51,HCM,Desktop,2,9.2,Demo,2024-05-17,2024-05-23,6,15,,0,,0,,,0,Lan,Beta,10,34373,0.149,0.0,0.194
236,66733,2024-07-29,Facebook,6.51,DN,Mobile,3,19.4,New,2024-08-02,2024-08-08,8,10,,0,,0,,,0,My,Alpha,47,64588,0.67,0.0,0.975
237,90045,2024-11-20,Facebook,11.28,HCM,Desktop,6,35.7,New,2024-11-22,2024-11-27,6,4,,0,,0,,,0,Vy,Delta,22,78478,0.455,0.0,0.663
238,35698,2024-08-06,Facebook,13.9,HCM,Mobile,3,60.1,Won,2024-08-06,2024-08-12,7,39,2024-09-14,2884,Installment,10,Communicative,Beginner,0,Long,Alpha,38,52644,0.324,6453.62,0.893
239,81623,2024-07-23,Referral,4.52,HN,Desktop,5,38.7,Demo,2024-07-25,2024-07-25,9,37,,0,,0,,,0,Vy,Alpha,26,56930,0.239,0.0,0.779
240,23671,2024-07-29,Website,5.97,HCM,Mobile,4,18.0,Contacted,2024-07-29,2024-07-29,6,37,,0,,0,,,0,Hoa,Alpha,11,61418,0.63,0.0,0.287
241,26184,2024-10-03,Facebook,3.16,DN,Desktop,7,3.7,Won,2024-10-03,2024-10-08,8,38,2024-11-10,1105,Installment,5,TOEIC,Advanced,0,Vy,Alpha,33,27634,0.404,2677.62,0.799
242,94384,2024-01-24,Referral,10.67,DN,Desktop,2,45.0,Won,2024-01-26,2024-01-30,5,32,2024-02-25,1044,Full,0,Business English,Advanced,0,Duc,Gamma,10,54855,0.838,2092.08,0.081
243,43107,2024-01-04,Google Ads,14.44,HN,Desktop,7,30.5,New,2024-01-05,2024-01-07,8,24,,0,,0,,,0,Khanh,Delta,31,28565,0.058,0.0,0.101
244,87202,2024-05-31,TikTok,9.97,HN,Mobile,6,70.9,Demo,2024-06-02,2024-06-05,2,20,,0,,0,,,0,Vy,Gamma,21,47030,0.376,0.0,0.549
245,52663,2024-09-15,Website,9.64,HCM,Mobile,7,56.3,Contacted,2024-09-19,2024-09-20,3,41,,0,,0,,,0,My,Alpha,46,62272,0.098,0.0,0.987
246,16708,2024-11-19,Website,8.75,DN,Desktop,4,58.3,Demo,2024-11-20,2024-11-20,8,38,,0,,0,,,0,Minh,Gamma,34,36749,0.846,0.0,0.666
247,92906,2024-12-22,Google Ads,2.24,HN,Mobile,7,1.4,Contacted,2024-12-25,2024-12-28,1,40,,0,,0,,,0,Duc,Gamma,25,58988,0.329,0.0,0.144
248,50811,2024-06-16,Website,11.21,HCM,Desktop,5,56.1,Contacted,2024-06-19,2024-06-22,1,4,,0,,0,,,0,Khanh,Beta,9,74347,0.585,0.0,0.893
249,3811,2024-06-24,Website,9.43,HCM,Mobile,3,14.4,Negotiation,2024-06-27,2024-06-30,9,41,,0,,0,,,0,Minh,Beta,18,47499,0.612,0.0,0.68
250,57250,2024-11-05,Website,10.26,DN,Desktop,5,42.4,Demo,2024-11-09,2024-11-14,7,11,,0,,0,,,0,Khanh,Beta,30,36264,0.82,0.0,0.901
251,73082,2024-10-17,Website,13.58,DN,Desktop,1,32.5,Contacted,2024-10-21,2024-10-21,9,11,,0,,0,,,0,Hoa,Gamma,21,79252,0.974,0.0,0.736
252,35754,2024-02-25,Referral,11.98,HCM,Mobile,7,41.4,New,2024-02-25,2024-02-29,5,16,,0,,0,,,0,Vy,Gamma,29,58902,0.285,0.0,0.062
253,96742,2024-04-17,Referral,11.93,DN,Mobile,3,10.0,Lost,2024-04-21,2024-04-24,4,41,,0,,0,,,0,Khanh,Gamma,40,56028,0.46,0.0,0.42
254,12411,2024-10-22,TikTok,13.98,HCM,Mobile,4,33.2,Contacted,2024-10-22,2024-10-22,1,1,,0,,0,,,0,Lan,Delta,17,68999,0.544,0.0,0.245
255,3911,2024-11-19,Website,14.86,HCM,Desktop,3,3.1,Negotiation,2024-11-22,2024-11-22,0,33,,0,,0,,,0,Hoa,Gamma,4,77698,0.228,0.0,0.352
256,68270,2024-10-28,Google Ads,9.14,DN,Mobile,5,3.4,New,2024-10-30,2024-10-31,2,7,,0,,0,,,0,Long,Gamma,33,67915,0.167,0.0,0.32
257,84763,2024-11-29,Facebook,2.52,HN,Mobile,2,47.5,Negotiation,2024-12-01,2024-12-05,5,3,,0,,0,,,0,Minh,Gamma,23,70750,0.009,0.0,0.949
258,9680,2024-05-20,TikTok,7.43,HCM,Mobile,6,68.5,New,2024-05-24,2024-05-28,4,7,,0,,0,,,0,Lan,Delta,7,56099,0.052,0.0,0.152
259,85896,2024-06-03,Facebook,12.03,DN,Mobile,5,56.1,Contacted,2024-06-06,2024-06-10,5,1,,0,,0,,,0,Minh,Delta,34,27280,0.759,0.0,0.376
260,84879,2024-09-18,Facebook,1.39,HCM,Mobile,5,34.0,Negotiation,2024-09-21,2024-09-26,6,33,,0,,0,,,0,My,Gamma,24,66233,0.72,0.0,0.923
261,72295,2024-09-29,Website,1.8,HCM,Desktop,7,4.5,Contacted,2024-09-29,2024-09-29,6,7,,0,,0,,,0,Vy,Gamma,7,45648,0.027,0.0,0.125
262,89614,2024-08-19,Google Ads,1.94,HCM,Desktop,7,3.7,Demo,2024-08-19,2024-08-19,2,4,,0,,0,,,0,My,Beta,8,57767,0.473,0.0,0.191
263,12111,2024-08-28,Facebook,11.23,DN,Mobile,2,11.8,New,2024-08-31,2024-09-04,9,18,,0,,0,,,0,Long,Alpha,3,44731,0.138,0.0,0.766
264,38504,2024-12-20,Facebook,8.02,DN,Desktop,6,70.3,Contacted,2024-12-24,2024-12-29,7,37,,0,,0,,,0,Lan,Delta,40,37179,0.213,0.0,0.463
265,2802,2024-12-02,TikTok,6.16,DN,Mobile,4,29.0,Negotiation,2024-12-06,2024-12-06,7,14,,0,,0,,,0,My,Delta,45,36948,0.915,0.0,0.012
266,9155,2024-09-14,Google Ads,2.48,HN,Mobile,6,60.8,New,2024-09-17,2024-09-21,2,15,,0,,0,,,0,My,Beta,27,37597,0.666,0.0,0.49
267,74656,2024-09-05,Google Ads,11.25,HCM,Desktop,7,50.9,New,2024-09-07,2024-09-08,5,25,,0,,0,,,0,My,Alpha,4,54909,0.343,0.0,0.429
268,40384,2024-03-17,Facebook,5.49,HN,Desktop,4,43.8,Contacted,2024-03-19,2024-03-21,8,18,,0,,0,,,0,My,Gamma,2,59126,0.949,0.0,0.742
269,48254,2024-06-28,Google Ads,4.71,HCM,Desktop,3,68.3,New,2024-06-28,2024-07-03,0,4,,0,,0,,,0,Hoa,Gamma,5,23581,0.934,0.0,0.292
270,22918,2024-03-06,TikTok,10.13,DN,Desktop,5,17.0,New,2024-03-09,2024-03-15,1,2,,0,,0,,,0,My,Gamma,10,78805,0.405,0.0,0.055
271,86981,2024-11-03,TikTok,8.83,HCM,Desktop,3,33.0,Contacted,2024-11-05,2024-11-07,1,43,,0,,0,,,0,Duc,Alpha,37,28089,0.267,0.0,0.263
272,61713,2024-12-13,TikTok,6.07,HCM,Desktop,2,62.3,New,2024-12-17,2024-12-23,4,26,,0,,0,,,0,Khanh,Gamma,9,58060,0.946,0.0,0.982
273,31306,2024-06-19,Website,9.98,HCM,Desktop,1,40.0,Won,2024-06-20,2024-06-22,5,20,2024-07-09,2883,Full,10,Business English,Advanced,0,Vy,Beta,8,54825,0.846,6495.22,0.35
274,17646,2024-01-22,Facebook,4.8,HN,Mobile,7,18.1,New,2024-01-23,2024-01-25,2,15,,0,,0,,,0,Khanh,Delta,3,66294,0.412,0.0,0.696
275,47843,2024-04-16,Google Ads,12.13,DN,Mobile,4,15.4,Won,2024-04-19,2024-04-20,3,6,2024-04-22,1032,Full,15,TOEIC,Advanced,0,Long,Delta,29,27658,0.362,2422.24,0.259
276,97601,2024-11-18,TikTok,4.21,DN,Mobile,2,54.3,Won,2024-11-18,2024-11-18,9,37,2024-12-25,465,Full,10,Business English,Advanced,0,Hoa,Alpha,45,25639,0.644,939.16,0.149
277,91735,2024-08-14,Facebook,3.22,HCM,Desktop,4,1.4,New,2024-08-15,2024-08-16,1,43,,0,,0,,,0,Khanh,Alpha,15,41775,0.838,0.0,0.735
278,17371,2024-08-03,Facebook,11.95,DN,Mobile,3,65.9,New,2024-08-07,2024-08-10,2,42,,0,,0,,,0,Lan,Beta,33,74022,0.112,0.0,0.833
279,78371,2024-03-09,Website,10.91,HN,Mobile,1,1.8,New,2024-03-13,2024-03-18,7,13,,0,,0,,,0,My,Beta,42,42396,0.589,0.0,0.971
280,3049,2024-03-24,Google Ads,3.56,HN,Mobile,7,45.6,Demo,2024-03-28,2024-03-28,4,16,,0,,0,,,0,Khanh,Delta,16,36142,0.334,0.0,0.354
281,32616,2024-04-12,Google Ads,2.63,DN,Mobile,6,43.7,Negotiation,2024-04-13,2024-04-17,1,42,,0,,0,,,0,Khanh,Beta,42,31175,0.351,0.0,0.464
282,21932,2024-02-08,TikTok,12.74,HN,Desktop,5,41.9,Negotiation,2024-02-10,2024-02-13,9,38,,0,,0,,,0,Vy,Beta,11,65280,0.583,0.0,0.613
283,30855,2024-01-13,TikTok,11.87,HN,Mobile,6,34.4,Demo,2024-01-17,2024-01-20,9,2,,0,,0,,,0,Vy,Alpha,6,33257,0.944,0.0,0.811
284,62434,2024-10-23,Facebook,5.58,DN,Mobile,4,61.4,Contacted,2024-10-23,2024-10-28,1,1,,0,,0,,,0,Vy,Beta,8,34657,0.614,0.0,0.904
285,73694,2024-11-08,Google Ads,10.21,DN,Mobile,5,47.6,Won,2024-11-11,2024-11-12,3,5,2024-11-13,385,Installment,15,TOEIC,Intermediate,0,Minh,Beta,43,29917,0.503,667.67,0.807
286,44016,2024-06-29,Google Ads,2.74,HCM,Mobile,7,56.4,Contacted,2024-07-02,2024-07-05,8,30,,0,,0,,,0,Long,Delta,9,68636,0.665,0.0,0.085
